xmin	xmax	ymin	ymax	key	clickSelects	showSelected2
0	0.1	-0.4	8.4	1	1	1
0.1	1.56330432084473	-0.4	8.4	2	2	1
1.56330432084473	1.60634112630132	-0.4	8.4	3	3	1
1.60634112630132	1.6720342777882	-0.4	8.4	4	4	1
1.6720342777882	1.71217817532878	-0.4	8.4	5	5	1
1.71217817532878	1.77036556648037	-0.4	8.4	6	6	1
1.77036556648037	1.77920107129501	-0.4	8.4	7	7	1
1.77920107129501	1.81015768215035	-0.4	8.4	8	8	1
1.81015768215035	1.91015768215035	-0.4	8.4	9	9	1
1.91015768215035	2.01015768215035	-0.4	8.4	10	10	1
2.01015768215035	2.11015768215035	-0.4	8.4	11	11	1
2.11015768215035	2.21015768215035	-0.4	8.4	12	12	1
2.21015768215035	2.31015768215035	-0.4	8.4	13	13	1
2.31015768215035	2.41015768215035	-0.4	8.4	14	14	1
2.41015768215035	2.51015768215035	-0.4	8.4	15	15	1
2.51015768215035	2.61015768215035	-0.4	8.4	16	16	1
2.61015768215035	2.71015768215035	-0.4	8.4	17	17	1
2.71015768215035	2.81015768215035	-0.4	8.4	18	18	1
2.81015768215035	2.91015768215035	-0.4	8.4	19	19	1
2.91015768215035	3.01015768215035	-0.4	8.4	20	20	1
3.01015768215035	3.04111429300568	-0.4	8.4	21	21	1
3.04111429300568	3.1482810865125	-0.4	8.4	22	22	1
3.1482810865125	3.39992113817834	-0.4	8.4	23	23	1
3.39992113817834	3.51878424216178	-0.4	8.4	24	24	1
3.51878424216178	3.61878424216178	-0.4	8.4	25	25	1
0	0.1	-0.4	8.4	1	1	2
0.1	0.169040676187208	-0.4	8.4	2	2	2
0.169040676187208	0.434021568090621	-0.4	8.4	3	3	2
0.434021568090621	0.942648128102055	-0.4	8.4	4	4	2
0.942648128102055	1.56330432084473	-0.4	8.4	5	5	2
1.56330432084473	1.60634112630132	-0.4	8.4	6	6	2
1.60634112630132	1.6720342777882	-0.4	8.4	7	7	2
1.6720342777882	1.7720342777882	-0.4	8.4	8	8	2
1.7720342777882	1.8720342777882	-0.4	8.4	9	9	2
1.8720342777882	1.9720342777882	-0.4	8.4	10	10	2
1.9720342777882	2.0720342777882	-0.4	8.4	11	11	2
2.0720342777882	2.1720342777882	-0.4	8.4	12	12	2
2.1720342777882	2.2720342777882	-0.4	8.4	13	13	2
2.2720342777882	2.3720342777882	-0.4	8.4	14	14	2
2.3720342777882	2.4720342777882	-0.4	8.4	15	15	2
2.4720342777882	2.5720342777882	-0.4	8.4	16	16	2
2.5720342777882	2.6720342777882	-0.4	8.4	17	17	2
2.6720342777882	2.7720342777882	-0.4	8.4	18	18	2
2.7720342777882	2.8720342777882	-0.4	8.4	19	19	2
2.8720342777882	2.9720342777882	-0.4	8.4	20	20	2
2.9720342777882	3.0720342777882	-0.4	8.4	21	21	2
3.0720342777882	3.1720342777882	-0.4	8.4	22	22	2
3.1720342777882	3.2720342777882	-0.4	8.4	23	23	2
3.2720342777882	3.52367432945404	-0.4	8.4	24	24	2
3.52367432945404	3.62367432945404	-0.4	8.4	25	25	2
0	0.1	-0.4	8.4	1	1	3
0.1	0.149780375808499	-0.4	8.4	2	2	3
0.149780375808499	0.691008076436212	-0.4	8.4	3	3	3
0.691008076436212	0.942648128102054	-0.4	8.4	4	4	3
0.942648128102054	1.56330432084473	-0.4	8.4	5	5	3
1.56330432084473	1.60634112630132	-0.4	8.4	6	6	3
1.60634112630132	1.71217817532878	-0.4	8.4	7	7	3
1.71217817532878	1.77036556648037	-0.4	8.4	8	8	3
1.77036556648037	1.77920107129501	-0.4	8.4	9	9	3
1.77920107129501	1.81015768215035	-0.4	8.4	10	10	3
1.81015768215035	1.91015768215035	-0.4	8.4	11	11	3
1.91015768215035	2.01015768215035	-0.4	8.4	12	12	3
2.01015768215035	2.11015768215035	-0.4	8.4	13	13	3
2.11015768215035	2.21015768215035	-0.4	8.4	14	14	3
2.21015768215035	2.31015768215035	-0.4	8.4	15	15	3
2.31015768215035	2.41015768215035	-0.4	8.4	16	16	3
2.41015768215035	2.51015768215035	-0.4	8.4	17	17	3
2.51015768215035	2.61015768215035	-0.4	8.4	18	18	3
2.61015768215035	2.71015768215035	-0.4	8.4	19	19	3
2.71015768215035	2.81015768215035	-0.4	8.4	20	20	3
2.81015768215035	2.91015768215035	-0.4	8.4	21	21	3
2.91015768215035	3.01015768215035	-0.4	8.4	22	22	3
3.01015768215035	3.04111429300568	-0.4	8.4	23	23	3
3.04111429300568	3.51878424216178	-0.4	8.4	24	24	3
3.51878424216178	3.61878424216178	-0.4	8.4	25	25	3
0	0.1	-0.4	8.4	1	1	4
0.1	0.149780375808499	-0.4	8.4	2	2	4
0.149780375808499	0.169040676187208	-0.4	8.4	3	3	4
0.169040676187208	0.269040676187208	-0.4	8.4	4	4	4
0.269040676187208	0.5260271845328	-0.4	8.4	5	5	4
0.5260271845328	0.777667236198642	-0.4	8.4	6	6	4
0.777667236198642	0.777667236198642	-0.4	8.4	7	7	4
0.777667236198642	0.877667236198642	-0.4	8.4	8	8	4
0.877667236198642	0.977667236198642	-0.4	8.4	9	9	4
0.977667236198642	1.07766723619864	-0.4	8.4	10	10	4
1.07766723619864	1.17766723619864	-0.4	8.4	11	11	4
1.17766723619864	1.27766723619864	-0.4	8.4	12	12	4
1.27766723619864	1.37766723619864	-0.4	8.4	13	13	4
1.37766723619864	1.47766723619864	-0.4	8.4	14	14	4
1.47766723619864	1.57766723619864	-0.4	8.4	15	15	4
1.57766723619864	1.67766723619864	-0.4	8.4	16	16	4
1.67766723619864	1.77766723619864	-0.4	8.4	17	17	4
1.77766723619864	1.87766723619864	-0.4	8.4	18	18	4
1.87766723619864	1.97766723619864	-0.4	8.4	19	19	4
1.97766723619864	2.07766723619864	-0.4	8.4	20	20	4
2.07766723619864	2.17766723619864	-0.4	8.4	21	21	4
2.17766723619864	2.27766723619864	-0.4	8.4	22	22	4
2.27766723619864	2.37766723619864	-0.4	8.4	23	23	4
2.37766723619864	2.47766723619864	-0.4	8.4	24	24	4
2.47766723619864	2.57766723619864	-0.4	8.4	25	25	4
0	0.1	-0.4	8.4	1	1	5
0.1	1.56330432084473	-0.4	8.4	2	2	5
1.56330432084473	1.6720342777882	-0.4	8.4	3	3	5
1.6720342777882	1.71217817532878	-0.4	8.4	4	4	5
1.71217817532878	1.77036556648037	-0.4	8.4	5	5	5
1.77036556648037	1.81015768215035	-0.4	8.4	6	6	5
1.81015768215035	1.91015768215035	-0.4	8.4	7	7	5
1.91015768215035	2.01015768215035	-0.4	8.4	8	8	5
2.01015768215035	2.11015768215035	-0.4	8.4	9	9	5
2.11015768215035	2.21015768215035	-0.4	8.4	10	10	5
2.21015768215035	2.31015768215035	-0.4	8.4	11	11	5
2.31015768215035	2.41015768215035	-0.4	8.4	12	12	5
2.41015768215035	2.51015768215035	-0.4	8.4	13	13	5
2.51015768215035	2.61015768215035	-0.4	8.4	14	14	5
2.61015768215035	2.71015768215035	-0.4	8.4	15	15	5
2.71015768215035	2.81015768215035	-0.4	8.4	16	16	5
2.81015768215035	2.91015768215035	-0.4	8.4	17	17	5
2.91015768215035	3.01015768215035	-0.4	8.4	18	18	5
3.01015768215035	3.1482810865125	-0.4	8.4	19	19	5
3.1482810865125	3.39992113817834	-0.4	8.4	20	20	5
3.39992113817834	3.51878424216178	-0.4	8.4	21	21	5
3.51878424216178	3.61878424216178	-0.4	8.4	22	22	5
3.61878424216178	3.71878424216178	-0.4	8.4	23	23	5
3.71878424216178	3.81878424216178	-0.4	8.4	24	24	5
3.81878424216178	3.91878424216178	-0.4	8.4	25	25	5
0	0.1	-0.4	8.4	1	1	6
0.1	0.169040676187208	-0.4	8.4	2	2	6
0.169040676187208	0.434021568090621	-0.4	8.4	3	3	6
0.434021568090621	0.942648128102055	-0.4	8.4	4	4	6
0.942648128102055	1.56330432084473	-0.4	8.4	5	5	6
1.56330432084473	1.6720342777882	-0.4	8.4	6	6	6
1.6720342777882	1.7720342777882	-0.4	8.4	7	7	6
1.7720342777882	1.8720342777882	-0.4	8.4	8	8	6
1.8720342777882	1.9720342777882	-0.4	8.4	9	9	6
1.9720342777882	2.0720342777882	-0.4	8.4	10	10	6
2.0720342777882	2.1720342777882	-0.4	8.4	11	11	6
2.1720342777882	2.2720342777882	-0.4	8.4	12	12	6
2.2720342777882	2.3720342777882	-0.4	8.4	13	13	6
2.3720342777882	2.4720342777882	-0.4	8.4	14	14	6
2.4720342777882	2.5720342777882	-0.4	8.4	15	15	6
2.5720342777882	2.6720342777882	-0.4	8.4	16	16	6
2.6720342777882	2.7720342777882	-0.4	8.4	17	17	6
2.7720342777882	2.8720342777882	-0.4	8.4	18	18	6
2.8720342777882	2.9720342777882	-0.4	8.4	19	19	6
2.9720342777882	3.0720342777882	-0.4	8.4	20	20	6
