colour	size	x	xend	y	yend	key	showSelectedlegendcoloursize	showSelected2
#FF0000	3	0	0.1	0	0	fp 1	fp	1
#FF0000	3	0.1	1.56330432084473	1	1	fp 2	fp	1
#FF0000	3	1.56330432084473	1.60634112630132	2	2	fp 3	fp	1
#FF0000	3	1.60634112630132	1.6720342777882	3	3	fp 4	fp	1
#FF0000	3	1.6720342777882	1.71217817532878	3	3	fp 5	fp	1
#FF0000	3	1.71217817532878	1.77036556648037	4	4	fp 6	fp	1
#FF0000	3	1.77036556648037	1.77920107129501	5	5	fp 7	fp	1
#FF0000	3	1.77920107129501	1.81015768215035	4	4	fp 8	fp	1
#FF0000	3	1.81015768215035	1.91015768215035	4	4	fp 9	fp	1
#FF0000	3	1.91015768215035	2.01015768215035	5	5	fp 10	fp	1
#FF0000	3	2.01015768215035	2.11015768215035	4	4	fp 11	fp	1
#FF0000	3	2.11015768215035	2.21015768215035	3	3	fp 12	fp	1
#FF0000	3	2.21015768215035	2.31015768215035	2	2	fp 13	fp	1
#FF0000	3	2.31015768215035	2.41015768215035	1	1	fp 14	fp	1
#FF0000	3	2.41015768215035	2.51015768215035	0	0	fp 15	fp	1
#FF0000	3	2.51015768215035	2.61015768215035	1	1	fp 16	fp	1
#FF0000	3	2.61015768215035	2.71015768215035	2	2	fp 17	fp	1
#FF0000	3	2.71015768215035	2.81015768215035	3	3	fp 18	fp	1
#FF0000	3	2.81015768215035	2.91015768215035	4	4	fp 19	fp	1
#FF0000	3	2.91015768215035	3.01015768215035	5	5	fp 20	fp	1
#FF0000	3	3.01015768215035	3.04111429300568	5	5	fp 21	fp	1
#FF0000	3	3.04111429300568	3.1482810865125	6	6	fp 22	fp	1
#FF0000	3	3.1482810865125	3.39992113817834	6	6	fp 23	fp	1
#FF0000	3	3.39992113817834	3.51878424216178	6	6	fp 24	fp	1
#FF0000	3	3.51878424216178	3.61878424216178	6	6	fp 25	fp	1
#FF0000	3	0	0.1	0	0	fp 1	fp	2
#FF0000	3	0.1	1.16894067618721	1	1	fp 2	fp	2
#FF0000	3	1.16894067618721	1.43392156809062	1	1	fp 3	fp	2
#FF0000	3	1.43392156809062	1.56330432084473	1	1	fp 4	fp	2
#FF0000	3	1.56330432084473	1.60634112630132	2	2	fp 5	fp	2
#FF0000	3	1.60634112630132	1.6720342777882	3	3	fp 6	fp	2
#FF0000	3	1.6720342777882	1.71217817532878	3	3	fp 7	fp	2
#FF0000	3	1.71217817532878	1.77036556648037	4	4	fp 8	fp	2
#FF0000	3	1.77036556648037	1.77920107129501	5	5	fp 9	fp	2
#FF0000	3	1.77920107129501	1.81021989030229	4	4	fp 10	fp	2
#FF0000	3	1.81021989030229	1.84997530781965	5	5	fp 11	fp	2
#FF0000	3	1.84997530781965	1.87325496159552	4	4	fp 12	fp	2
#FF0000	3	1.87325496159552	1.88060064554228	3	3	fp 13	fp	2
#FF0000	3	1.88060064554228	1.89783494292779	2	2	fp 14	fp	2
#FF0000	3	1.89783494292779	1.89854226289069	1	1	fp 15	fp	2
#FF0000	3	1.89854226289069	1.99854226289069	0	0	fp 16	fp	2
#FF0000	3	1.99854226289069	2.09854226289069	0	0	fp 17	fp	2
#FF0000	3	2.09854226289069	2.19854226289069	1	1	fp 18	fp	2
#FF0000	3	2.19854226289069	2.29854226289069	2	2	fp 19	fp	2
#FF0000	3	2.29854226289069	2.39854226289069	3	3	fp 20	fp	2
#FF0000	3	2.39854226289069	2.49854226289069	4	4	fp 21	fp	2
#FF0000	3	2.49854226289069	2.59854226289069	5	5	fp 22	fp	2
#FF0000	3	2.59854226289069	2.69854226289069	6	6	fp 23	fp	2
#FF0000	3	2.69854226289069	2.95018231455653	6	6	fp 24	fp	2
#FF0000	3	2.95018231455653	3.05018231455653	6	6	fp 25	fp	2
#FF0000	3	0	0.1	0	0	fp 1	fp	3
#FF0000	3	0.1	1.1496803758085	1	1	fp 2	fp	3
#FF0000	3	1.1496803758085	1.56330432084473	1	1	fp 3	fp	3
#FF0000	3	1.56330432084473	1.60634112630132	2	2	fp 4	fp	3
#FF0000	3	1.60634112630132	1.69090807643621	3	3	fp 5	fp	3
#FF0000	3	1.69090807643621	1.71217817532878	3	3	fp 6	fp	3
#FF0000	3	1.71217817532878	1.77036556648037	4	4	fp 7	fp	3
#FF0000	3	1.77036556648037	1.77920107129501	5	5	fp 8	fp	3
#FF0000	3	1.77920107129501	1.81015768215035	4	4	fp 9	fp	3
#FF0000	3	1.81015768215035	1.81021989030229	4	4	fp 10	fp	3
#FF0000	3	1.81021989030229	1.84997530781965	5	5	fp 11	fp	3
#FF0000	3	1.84997530781965	1.87325496159552	4	4	fp 12	fp	3
#FF0000	3	1.87325496159552	1.88060064554228	3	3	fp 13	fp	3
#FF0000	3	1.88060064554228	1.89783494292779	2	2	fp 14	fp	3
#FF0000	3	1.89783494292779	1.89854226289069	1	1	fp 15	fp	3
#FF0000	3	1.89854226289069	1.99854226289069	0	0	fp 16	fp	3
#FF0000	3	1.99854226289069	2.09854226289069	0	0	fp 17	fp	3
#FF0000	3	2.09854226289069	2.19854226289069	1	1	fp 18	fp	3
#FF0000	3	2.19854226289069	2.29854226289069	2	2	fp 19	fp	3
#FF0000	3	2.29854226289069	2.39854226289069	3	3	fp 20	fp	3
#FF0000	3	2.39854226289069	2.49854226289069	4	4	fp 21	fp	3
#FF0000	3	2.49854226289069	2.59854226289069	5	5	fp 22	fp	3
#FF0000	3	2.59854226289069	2.62949887374603	5	5	fp 23	fp	3
#FF0000	3	2.62949887374603	3.10716882290212	6	6	fp 24	fp	3
#FF0000	3	3.10716882290212	3.20716882290212	6	6	fp 25	fp	3
#FF0000	3	0	0.1	0	0	fp 1	fp	4
#FF0000	3	0.1	1.1496803758085	1	1	fp 2	fp	4
#FF0000	3	1.1496803758085	1.16894067618721	1	1	fp 3	fp	4
#FF0000	3	1.16894067618721	1.26894067618721	1	1	fp 4	fp	4
#FF0000	3	1.26894067618721	1.39832342894131	1	1	fp 5	fp	4
#FF0000	3	1.39832342894131	1.44136023439791	2	2	fp 6	fp	4
#FF0000	3	1.44136023439791	1.5259271845328	3	3	fp 7	fp	4
#FF0000	3	1.5259271845328	1.54719728342537	3	3	fp 8	fp	4
#FF0000	3	1.54719728342537	1.60538467457696	4	4	fp 9	fp	4
#FF0000	3	1.60538467457696	1.6142201793916	5	5	fp 10	fp	4
#FF0000	3	1.6142201793916	1.64523899839888	4	4	fp 11	fp	4
#FF0000	3	1.64523899839888	1.68499441591624	5	5	fp 12	fp	4
#FF0000	3	1.68499441591624	1.70827406969211	4	4	fp 13	fp	4
#FF0000	3	1.70827406969211	1.71561975363887	3	3	fp 14	fp	4
#FF0000	3	1.71561975363887	1.73285405102438	2	2	fp 15	fp	4
