group	x	y
1	2.5791542507711	1
2	2.5791542507711	1
3	2.5791542507711	1
4	2.10301813671137	0.875
5	2.10301813671137	0.875
6	2.10301813671137	0.875
7	2.47042429382762	0.875
8	2.47042429382762	0.875
9	2.47042429382762	0.875
10	1.72930728786448	0.75
11	1.72930728786448	0.75
12	1.72930728786448	0.75
13	2.5791542507711	0.875
14	2.5791542507711	0.875
15	2.5791542507711	0.875
16	2.10301813671137	0.75
17	2.10301813671137	0.75
18	2.10301813671137	0.75
19	2.47042429382762	0.75
20	2.47042429382762	0.75
21	2.47042429382762	0.75
22	1.72930728786448	0.625
23	1.72930728786448	0.625
24	1.72930728786448	0.625
25	2.5791542507711	0.875
26	2.5791542507711	0.875
27	2.5791542507711	0.875
28	2.10301813671137	0.75
29	2.10301813671137	0.75
30	2.10301813671137	0.75
31	2.47042429382762	0.75
32	2.47042429382762	0.75
33	2.47042429382762	0.75
34	1.72930728786448	0.625
35	1.72930728786448	0.625
36	1.72930728786448	0.625
37	2.5791542507711	0.75
38	2.5791542507711	0.75
39	2.5791542507711	0.75
40	2.10301813671137	0.625
41	2.10301813671137	0.625
42	2.10301813671137	0.625
43	2.47042429382762	0.625
44	2.47042429382762	0.625
45	2.47042429382762	0.625
46	1.72930728786448	0.5
47	1.72930728786448	0.5
48	1.72930728786448	0.5
49	2.5361174453145	0.875
50	2.5361174453145	0.875
51	2.5361174453145	0.875
52	2.05998133125478	0.75
53	2.05998133125478	0.75
54	2.05998133125478	0.75
55	2.45509124396252	0.75
56	2.45509124396252	0.75
57	2.45509124396252	0.75
58	1.71397423799938	0.625
59	1.71397423799938	0.625
60	1.71397423799938	0.625
61	2.47042429382762	0.75
62	2.47042429382762	0.75
63	2.47042429382762	0.75
64	1.9942881797679	0.625
65	1.9942881797679	0.625
66	1.9942881797679	0.625
67	2.34925419493506	0.625
68	2.34925419493506	0.625
69	2.34925419493506	0.625
70	1.60813718897192	0.5
71	1.60813718897192	0.5
72	1.60813718897192	0.5
73	2.5361174453145	0.75
74	2.5361174453145	0.75
75	2.5361174453145	0.75
76	2.05998133125478	0.625
77	2.05998133125478	0.625
78	2.05998133125478	0.625
79	2.45509124396252	0.625
80	2.45509124396252	0.625
