colour	size	x	xend	y	yend	key	showSelectedlegendcoloursize	showSelected2
#FF0000	3	0	0.1	0	0	fp 1	fp	1
#FF0000	3	0.1	1.56330432084473	1	1	fp 2	fp	1
#FF0000	3	1.56330432084473	1.60634112630132	2	2	fp 3	fp	1
#FF0000	3	1.60634112630132	1.6720342777882	3	3	fp 4	fp	1
#FF0000	3	1.6720342777882	1.71217817532878	3	3	fp 5	fp	1
#FF0000	3	1.71217817532878	1.77036556648037	4	4	fp 6	fp	1
#FF0000	3	1.77036556648037	1.77920107129501	5	5	fp 7	fp	1
#FF0000	3	1.77920107129501	1.81015768215035	4	4	fp 8	fp	1
#FF0000	3	1.81015768215035	1.91015768215035	4	4	fp 9	fp	1
#FF0000	3	1.91015768215035	2.01015768215035	5	5	fp 10	fp	1
#FF0000	3	2.01015768215035	2.11015768215035	4	4	fp 11	fp	1
#FF0000	3	2.11015768215035	2.21015768215035	3	3	fp 12	fp	1
#FF0000	3	2.21015768215035	2.31015768215035	2	2	fp 13	fp	1
#FF0000	3	2.31015768215035	2.41015768215035	1	1	fp 14	fp	1
#FF0000	3	2.41015768215035	2.51015768215035	0	0	fp 15	fp	1
#FF0000	3	2.51015768215035	2.61015768215035	1	1	fp 16	fp	1
#FF0000	3	2.61015768215035	2.71015768215035	2	2	fp 17	fp	1
#FF0000	3	2.71015768215035	2.81015768215035	3	3	fp 18	fp	1
#FF0000	3	2.81015768215035	2.91015768215035	4	4	fp 19	fp	1
#FF0000	3	2.91015768215035	3.01015768215035	5	5	fp 20	fp	1
#FF0000	3	3.01015768215035	3.04111429300568	5	5	fp 21	fp	1
#FF0000	3	3.04111429300568	3.1482810865125	6	6	fp 22	fp	1
#FF0000	3	3.1482810865125	3.39992113817834	6	6	fp 23	fp	1
#FF0000	3	3.39992113817834	3.51878424216178	6	6	fp 24	fp	1
#FF0000	3	3.51878424216178	3.61878424216178	6	6	fp 25	fp	1
#FF0000	3	0	0.1	0	0	fp 1	fp	2
#FF0000	3	0.1	1.06904067618721	1	1	fp 2	fp	2
#FF0000	3	1.06904067618721	1.33402156809062	1	1	fp 3	fp	2
#FF0000	3	1.33402156809062	1.56330432084473	1	1	fp 4	fp	2
#FF0000	3	1.56330432084473	1.60634112630132	2	2	fp 5	fp	2
#FF0000	3	1.60634112630132	1.6720342777882	3	3	fp 6	fp	2
#FF0000	3	1.6720342777882	1.71217817532878	3	3	fp 7	fp	2
#FF0000	3	1.71217817532878	1.77036556648037	4	4	fp 8	fp	2
#FF0000	3	1.77036556648037	1.77920107129501	5	5	fp 9	fp	2
#FF0000	3	1.77920107129501	1.81021989030229	4	4	fp 10	fp	2
#FF0000	3	1.81021989030229	1.84264812810205	5	5	fp 11	fp	2
#FF0000	3	1.84264812810205	1.94264812810205	5	5	fp 12	fp	2
#FF0000	3	1.94264812810205	2.04264812810205	4	4	fp 13	fp	2
#FF0000	3	2.04264812810205	2.14264812810205	3	3	fp 14	fp	2
#FF0000	3	2.14264812810205	2.24264812810205	2	2	fp 15	fp	2
#FF0000	3	2.24264812810205	2.34264812810205	1	1	fp 16	fp	2
#FF0000	3	2.34264812810205	2.44264812810205	0	0	fp 17	fp	2
#FF0000	3	2.44264812810205	2.54264812810205	1	1	fp 18	fp	2
#FF0000	3	2.54264812810205	2.64264812810205	2	2	fp 19	fp	2
#FF0000	3	2.64264812810205	2.74264812810205	3	3	fp 20	fp	2
#FF0000	3	2.74264812810205	2.84264812810205	4	4	fp 21	fp	2
#FF0000	3	2.84264812810205	2.94264812810205	5	5	fp 22	fp	2
#FF0000	3	2.94264812810205	3.04264812810205	6	6	fp 23	fp	2
#FF0000	3	3.04264812810205	3.2942881797679	6	6	fp 24	fp	2
#FF0000	3	3.2942881797679	3.3942881797679	6	6	fp 25	fp	2
#FF0000	3	0	0.1	0	0	fp 1	fp	3
#FF0000	3	0.1	1.0497803758085	1	1	fp 2	fp	3
#FF0000	3	1.0497803758085	1.56330432084473	1	1	fp 3	fp	3
#FF0000	3	1.56330432084473	1.59100807643621	2	2	fp 4	fp	3
#FF0000	3	1.59100807643621	1.60634112630132	2	2	fp 5	fp	3
#FF0000	3	1.60634112630132	1.71217817532878	3	3	fp 6	fp	3
#FF0000	3	1.71217817532878	1.77036556648037	4	4	fp 7	fp	3
#FF0000	3	1.77036556648037	1.77920107129501	5	5	fp 8	fp	3
#FF0000	3	1.77920107129501	1.81015768215035	4	4	fp 9	fp	3
#FF0000	3	1.81015768215035	1.81021989030229	4	4	fp 10	fp	3
#FF0000	3	1.81021989030229	1.84264812810205	5	5	fp 11	fp	3
#FF0000	3	1.84264812810205	1.94264812810205	5	5	fp 12	fp	3
#FF0000	3	1.94264812810205	2.04264812810205	4	4	fp 13	fp	3
#FF0000	3	2.04264812810205	2.14264812810205	3	3	fp 14	fp	3
#FF0000	3	2.14264812810205	2.24264812810205	2	2	fp 15	fp	3
#FF0000	3	2.24264812810205	2.34264812810205	1	1	fp 16	fp	3
#FF0000	3	2.34264812810205	2.44264812810205	0	0	fp 17	fp	3
#FF0000	3	2.44264812810205	2.54264812810205	1	1	fp 18	fp	3
#FF0000	3	2.54264812810205	2.64264812810205	2	2	fp 19	fp	3
#FF0000	3	2.64264812810205	2.74264812810205	3	3	fp 20	fp	3
#FF0000	3	2.74264812810205	2.84264812810205	4	4	fp 21	fp	3
#FF0000	3	2.84264812810205	2.94264812810205	5	5	fp 22	fp	3
#FF0000	3	2.94264812810205	2.97360473895739	5	5	fp 23	fp	3
#FF0000	3	2.97360473895739	3.45127468811349	6	6	fp 24	fp	3
#FF0000	3	3.45127468811349	3.55127468811349	6	6	fp 25	fp	3
#FF0000	3	0	0.1	0	0	fp 1	fp	4
#FF0000	3	0.1	1.0497803758085	1	1	fp 2	fp	4
#FF0000	3	1.0497803758085	1.06904067618721	1	1	fp 3	fp	4
#FF0000	3	1.06904067618721	1.16904067618721	1	1	fp 4	fp	4
#FF0000	3	1.16904067618721	1.39832342894131	1	1	fp 5	fp	4
#FF0000	3	1.39832342894131	1.4260271845328	2	2	fp 6	fp	4
#FF0000	3	1.4260271845328	1.44136023439791	2	2	fp 7	fp	4
#FF0000	3	1.44136023439791	1.54719728342537	3	3	fp 8	fp	4
#FF0000	3	1.54719728342537	1.60538467457696	4	4	fp 9	fp	4
#FF0000	3	1.60538467457696	1.6142201793916	5	5	fp 10	fp	4
#FF0000	3	1.6142201793916	1.64523899839888	4	4	fp 11	fp	4
#FF0000	3	1.64523899839888	1.67766723619864	5	5	fp 12	fp	4
#FF0000	3	1.67766723619864	1.77766723619864	5	5	fp 13	fp	4
#FF0000	3	1.77766723619864	1.87766723619864	4	4	fp 14	fp	4
#FF0000	3	1.87766723619864	1.97766723619864	3	3	fp 15	fp	4
