group	colour	fill	tooltip
1	#000000	#FFFFFF	1 combos with Area Under Min=0, Prop. predictions in finite interval=0 for size 100
2	#000000	#FF9F83	8 combos with Area Under Min=0, Prop. predictions in finite interval=0.125 for size 100
3	#000000	#FF7C5B	16 combos with Area Under Min=0, Prop. predictions in finite interval=0.25 for size 100
4	#000000	#FF704F	20 combos with Area Under Min=0, Prop. predictions in finite interval=0.375 for size 100
5	#000000	#FF805F	15 combos with Area Under Min=0, Prop. predictions in finite interval=0.5 for size 100
6	#000000	#FFAD93	6 combos with Area Under Min=0, Prop. predictions in finite interval=0.625 for size 100
7	#000000	#FFFFFF	1 combos with Area Under Min=0, Prop. predictions in finite interval=0.75 for size 100
8	#FFFFFF	#7F7F7F	0 combos with Area Under Min=0.2, Prop. predictions in finite interval=0.125 for size 100
9	#000000	#FFCDBC	3 combos with Area Under Min=0.2, Prop. predictions in finite interval=0.25 for size 100
10	#000000	#FFCDBC	3 combos with Area Under Min=0.2, Prop. predictions in finite interval=0.375 for size 100
11	#000000	#FFFFFF	1 combos with Area Under Min=0.2, Prop. predictions in finite interval=0.5 for size 100
12	#FFFFFF	#7F7F7F	0 combos with Area Under Min=0.4, Prop. predictions in finite interval=0.125 for size 100
13	#000000	#FFE0D4	2 combos with Area Under Min=0.4, Prop. predictions in finite interval=0.25 for size 100
14	#000000	#FFA58A	7 combos with Area Under Min=0.4, Prop. predictions in finite interval=0.375 for size 100
15	#000000	#FF997C	9 combos with Area Under Min=0.4, Prop. predictions in finite interval=0.5 for size 100
16	#000000	#FFB59E	5 combos with Area Under Min=0.4, Prop. predictions in finite interval=0.625 for size 100
17	#000000	#FFFFFF	1 combos with Area Under Min=0.4, Prop. predictions in finite interval=0.75 for size 100
18	#FFFFFF	#7F7F7F	0 combos with Area Under Min=0.6, Prop. predictions in finite interval=0.125 for size 100
19	#000000	#FFC0AB	4 combos with Area Under Min=0.6, Prop. predictions in finite interval=0.25 for size 100
20	#000000	#FF9F83	8 combos with Area Under Min=0.6, Prop. predictions in finite interval=0.375 for size 100
21	#000000	#FFFFFF	1 combos with Area Under Min=0.6, Prop. predictions in finite interval=0.5 for size 100
22	#FFFFFF	#7F7F7F	0 combos with Area Under Min=0.6, Prop. predictions in finite interval=0.625 for size 100
23	#FFFFFF	#7F7F7F	0 combos with Area Under Min=0.6, Prop. predictions in finite interval=0.75 for size 100
24	#000000	#FFFFFF	1 combos with Area Under Min=0.8, Prop. predictions in finite interval=0.25 for size 100
25	#000000	#FFA58A	7 combos with Area Under Min=0.8, Prop. predictions in finite interval=0.375 for size 100
26	#000000	#FF8B6C	12 combos with Area Under Min=0.8, Prop. predictions in finite interval=0.5 for size 100
27	#000000	#FFAD93	6 combos with Area Under Min=0.8, Prop. predictions in finite interval=0.625 for size 100
28	#000000	#FFFFFF	1 combos with Area Under Min=0.8, Prop. predictions in finite interval=0.75 for size 100
29	#FFFFFF	#7F7F7F	0 combos with Area Under Min=1, Prop. predictions in finite interval=0.375 for size 100
30	#000000	#FFA58A	7 combos with Area Under Min=1, Prop. predictions in finite interval=0.5 for size 100
31	#000000	#FF997C	9 combos with Area Under Min=1, Prop. predictions in finite interval=0.625 for size 100
32	#000000	#FFB59E	5 combos with Area Under Min=1, Prop. predictions in finite interval=0.75 for size 100
33	#000000	#FFFFFF	1 combos with Area Under Min=1, Prop. predictions in finite interval=0.875 for size 100
34	#FFFFFF	#7F7F7F	0 combos with Area Under Min=1.4, Prop. predictions in finite interval=0.125 for size 100
35	#FFFFFF	#7F7F7F	0 combos with Area Under Min=1.6, Prop. predictions in finite interval=0.125 for size 100
36	#FFFFFF	#7F7F7F	0 combos with Area Under Min=1.6, Prop. predictions in finite interval=0.25 for size 100
37	#FFFFFF	#7F7F7F	0 combos with Area Under Min=1.6, Prop. predictions in finite interval=0.375 for size 100
38	#FFFFFF	#7F7F7F	0 combos with Area Under Min=1.6, Prop. predictions in finite interval=0.5 for size 100
39	#000000	#FFFFFF	1 combos with Area Under Min=1.8, Prop. predictions in finite interval=0.25 for size 100
40	#000000	#FFB59E	5 combos with Area Under Min=1.8, Prop. predictions in finite interval=0.375 for size 100
41	#000000	#FF9476	10 combos with Area Under Min=1.8, Prop. predictions in finite interval=0.5 for size 100
42	#000000	#FF9476	10 combos with Area Under Min=1.8, Prop. predictions in finite interval=0.625 for size 100
43	#000000	#FFB59E	5 combos with Area Under Min=1.8, Prop. predictions in finite interval=0.75 for size 100
44	#000000	#FFFFFF	1 combos with Area Under Min=1.8, Prop. predictions in finite interval=0.875 for size 100
45	#FFFFFF	#7F7F7F	0 combos with Area Under Min=2, Prop. predictions in finite interval=0.25 for size 100
