xmin	xmax	ymin	ymax	key	showSelected2
0	0.1	0	0	1	1
0.1	1.56330432084473	0	1	2	1
1.56330432084473	1.60634112630132	0	2	3	1
1.60634112630132	1.6720342777882	0	2	4	1
1.6720342777882	1.71217817532878	0	1	5	1
1.71217817532878	1.77036556648037	0	1	6	1
1.77036556648037	1.77920107129501	0	1	7	1
1.77920107129501	1.81015768215035	0	1	8	1
1.81015768215035	1.91015768215035	0	0	9	1
1.91015768215035	2.01015768215035	0	0	10	1
2.01015768215035	2.11015768215035	0	0	11	1
2.11015768215035	2.21015768215035	0	0	12	1
2.21015768215035	2.31015768215035	0	0	13	1
2.31015768215035	2.41015768215035	0	0	14	1
2.41015768215035	2.51015768215035	0	0	15	1
2.51015768215035	2.61015768215035	0	0	16	1
2.61015768215035	2.71015768215035	0	0	17	1
2.71015768215035	2.81015768215035	0	0	18	1
2.81015768215035	2.91015768215035	0	0	19	1
2.91015768215035	3.01015768215035	0	0	20	1
3.01015768215035	3.04111429300568	0	1	21	1
3.04111429300568	3.1482810865125	0	1	22	1
3.1482810865125	3.39992113817834	0	2	23	1
3.39992113817834	3.51878424216178	0	1	24	1
3.51878424216178	3.61878424216178	0	0	25	1
0	0.1	0	0	1	2
0.1	0.2	0	0	2	2
0.2	0.3	0	0	3	2
0.3	0.4	0	0	4	2
0.4	1.86330432084473	0	1	5	2
1.86330432084473	1.90634112630132	0	1	6	2
1.90634112630132	1.9720342777882	0	1	7	2
1.9720342777882	2.0720342777882	0	0	8	2
2.0720342777882	2.1720342777882	0	0	9	2
2.1720342777882	2.2720342777882	0	0	10	2
2.2720342777882	2.3720342777882	0	0	11	2
2.3720342777882	2.4720342777882	0	0	12	2
2.4720342777882	2.5720342777882	0	0	13	2
2.5720342777882	2.6720342777882	0	0	14	2
2.6720342777882	2.7720342777882	0	0	15	2
2.7720342777882	2.8720342777882	0	0	16	2
2.8720342777882	2.9720342777882	0	0	17	2
2.9720342777882	3.0720342777882	0	0	18	2
3.0720342777882	3.1720342777882	0	0	19	2
3.1720342777882	3.2720342777882	0	0	20	2
3.2720342777882	3.3720342777882	0	0	21	2
3.3720342777882	3.4720342777882	0	0	22	2
3.4720342777882	3.5720342777882	0	0	23	2
3.5720342777882	3.82367432945404	0	1	24	2
3.82367432945404	3.92367432945404	0	0	25	2
0	0.1	0	0	1	3
0.1	0.2	0	0	2	3
0.2	0.3	0	0	3	3
0.3	0.4	0	0	4	3
0.4	1.86330432084473	0	1	5	3
1.86330432084473	1.90634112630132	0	1	6	3
1.90634112630132	2.01217817532878	0	1	7	3
2.01217817532878	2.07036556648037	0	1	8	3
2.07036556648037	2.07920107129501	0	1	9	3
2.07920107129501	2.11015768215035	0	1	10	3
2.11015768215035	2.21015768215035	0	0	11	3
2.21015768215035	2.31015768215035	0	0	12	3
2.31015768215035	2.41015768215035	0	0	13	3
2.41015768215035	2.51015768215035	0	0	14	3
2.51015768215035	2.61015768215035	0	0	15	3
2.61015768215035	2.71015768215035	0	0	16	3
2.71015768215035	2.81015768215035	0	0	17	3
2.81015768215035	2.91015768215035	0	0	18	3
2.91015768215035	3.01015768215035	0	0	19	3
3.01015768215035	3.11015768215035	0	0	20	3
3.11015768215035	3.21015768215035	0	0	21	3
3.21015768215035	3.31015768215035	0	0	22	3
3.31015768215035	3.34111429300568	0	1	23	3
3.34111429300568	3.81878424216178	0	1	24	3
3.81878424216178	3.91878424216178	0	0	25	3
0	0.1	0	0	1	4
0.1	0.2	0	0	2	4
0.2	0.3	0	0	3	4
0.3	0.4	0	0	4	4
0.4	0.5	0	0	5	4
0.5	0.6	0	0	6	4
0.6	0.7	0	0	7	4
0.7	0.8	0	0	8	4
0.8	0.9	0	0	9	4
0.9	1	0	0	10	4
1	1.1	0	0	11	4
1.1	1.2	0	0	12	4
1.2	1.3	0	0	13	4
1.3	1.4	0	0	14	4
1.4	1.5	0	0	15	4
1.5	1.6	0	0	16	4
1.6	1.7	0	0	17	4
